from_vnum,to_vnum,direction,door_state,key,keywords
11354,11475,west,0,-1,
11355,11344,north,0,-1,
11355,11356,east,0,-1,
11355,11366,south,0,0,
11355,11354,west,0,-1,
11356,11345,north,0,-1,
11356,11357,east,0,-1,
11356,11367,south,0,-1,
11356,11355,west,0,-1,
11357,11346,north,0,-1,
11357,11358,east,0,-1,
11357,11368,south,0,-1,
11357,11356,west,0,-1,
11358,11347,north,0,-1,
11358,11359,east,0,-1,
11358,11369,south,0,-1,
11358,11357,west,0,-1,
11359,11348,north,0,-1,
11359,11360,east,0,-1,
11359,11370,south,0,-1,
11359,11358,west,0,-1,
11360,11349,north,0,-1,
11360,11361,east,0,-1,
11360,11371,south,0,-1,
11360,11359,west,0,-1,
11361,11350,north,0,-1,
11361,11362,east,0,-1,
11361,11372,south,0,-1,
11361,11360,west,0,-1,
11362,11351,north,0,-1,
11362,11363,east,0,-1,
11362,11373,south,0,-1,
11362,11361,west,0,-1,
11363,11352,north,0,-1,
11363,11364,east,0,-1,
11363,11374,south,0,0,
11363,11362,west,0,-1,
11363,11513,down,0,0,
11364,11353,north,0,-1,
11364,11365,east,0,0,
11364,11375,south,0,-1,
11364,11363,west,0,-1,
11365,11354,north,0,-1,
11365,11366,east,0,0,
11365,11364,west,0,0,
11366,11355,north,0,0,
11366,11367,east,0,0,
11366,11365,west,0,0,
11367,11356,north,0,-1,
11367,11368,east,0,-1,
11367,11366,west,0,0,
11368,11357,north,0,-1,
11368,11369,east,0,-1,
11368,11367,west,0,-1,
11369,11358,north,0,-1,
11369,11370,east,0,-1,
11369,11368,west,0,-1,
11370,11359,north,0,-1,
11370,11371,east,0,-1,
11370,11369,west,0,-1,
11371,11360,north,0,-1,
11371,11372,east,0,-1,
11371,11370,west,0,-1,
11372,11361,north,0,-1,
11372,11373,east,0,-1,
11372,11371,west,0,-1,
11373,11362,north,0,-1,
11373,11374,east,0,0,
11373,11372,west,0,-1,
11374,11363,north,0,0,
11374,11375,east,0,0,
11374,11373,west,0,0,
11375,11364,north,0,-1,
11375,11374,west,0,0,
11379,11380,east,0,-1,
11379,11087,west,0,-1,
11380,11381,east,0,-1,
11380,11379,west,0,-1,
11381,11382,east,0,-1,
11381,11380,west,0,-1,
11382,11383,east,0,-1,
11382,11381,west,0,-1,
11383,11384,east,0,-1,
11383,11382,west,0,-1,
11384,11385,east,0,-1,
11384,11383,west,0,-1,
11385,11386,east,0,-1,
11385,11384,west,0,-1,
11386,11385,west,0,-1,
11387,11406,east,0,-1,
11387,11386,up,0,-1,
11388,11389,east,0,-1,
11388,11392,south,0,-1,
11389,11388,west,0,-1,
11390,11398,south,0,-1,
11391,11392,east,0,-1,
11391,11399,down,0,-1,
11392,11388,north,0,-1,
11392,11393,east,0,-1,
11392,11391,west,0,-1,
11393,11394,east,0,-1,
11393,11392,west,0,-1,
11394,11395,east,0,-1,
11394,11393,west,0,-1,
11395,11396,east,0,-1,
11395,11394,west,0,-1,
11395,11403,down,0,-1,
11396,11395,west,0,-1,
11397,11398,east,0,-1,
11397,11406,down,0,-1,
11398,11390,north,0,-1,
11398,11399,east,0,-1,
11398,11397,west,0,-1,
11399,11400,east,0,-1,
11399,11398,west,0,-1,
11399,11391,up,0,-1,
11400,11401,east,0,-1,
11400,11399,west,0,-1,
11401,11402,east,0,-1,
11401,11400,west,0,-1,
11401,11410,down,0,-1,
11402,11403,east,0,-1,
11402,11401,west,0,-1,
11403,11402,west,0,-1,
11403,11395,up,0,-1,
11404,11468,east,0,-1,
11404,11413,down,0,-1,
11406,11387,west,0,-1,
11406,11397,up,0,-1,
11406,11414,down,0,-1,
11407,11408,east,0,-1,
11408,11409,east,0,-1,
11408,11407,west,0,-1,
11409,11410,east,0,-1,
11409,11408,west,0,-1,
11410,11409,west,0,-1,
11410,11401,up,0,-1,
11411,11412,east,0,-1,
11411,11433,down,0,-1,
11412,11413,east,0,-1,
11412,11411,west,0,-1,
11413,11412,west,0,-1,
11413,11404,up,0,-1,
11414,11419,south,0,-1,
11414,11406,up,0,-1,
11415,11416,east,0,-1,
11415,11418,west,0,-1,
11416,11417,east,0,-1,
11416,11422,south,0,-1,
11416,11415,west,0,-1,
11417,11418,east,0,-1,
11417,11416,west,0,-1,
11418,11415,east,0,-1,
11418,11417,west,0,-1,
11419,11414,north,0,-1,
11419,11420,east,0,-1,
11419,11426,south,0,-1,
11420,11421,east,0,-1,
11420,11419,west,0,-1,
11421,11420,west,0,-1,
11422,11416,north,0,-1,
11422,11423,east,0,-1,
11422,11429,south,0,-1,
11423,11424,east,0,-1,
11423,11422,west,0,-1,
11424,11431,south,0,-1,
11424,11423,west,0,-1,
11426,11419,north,0,-1,
11426,11427,east,0,-1,
11427,11428,east,0,-1,
11427,11426,west,0,-1,
11428,11429,east,0,-1,
11428,11427,west,0,-1,
11429,11422,north,0,-1,
11429,11430,east,0,-1,
11429,11428,west,0,-1,
11430,11429,west,0,-1,
11431,11424,north,0,-1,
11431,11432,east,0,-1,
11432,11433,east,0,-1,
11432,11431,west,0,-1,
11433,11432,west,0,-1,
11433,11411,up,0,-1,
11434,11440,north,0,-1,
11434,11435,east,0,-1,
11434,11440,south,0,-1,
11434,11446,west,0,-1,
11435,14101,north,0,0,
11435,11440,east,0,-1,
11435,11436,south,0,-1,
11435,11434,west,0,-1,
11436,11435,north,0,-1,
11436,11437,east,0,-1,
11436,11440,south,0,-1,
11436,11440,west,0,-1,
11437,11440,north,0,-1,
11437,11440,east,0,-1,
11437,11438,south,0,-1,
11437,11436,west,0,-1,
11438,11437,north,0,-1,
11438,11439,east,0,-1,
11438,11440,south,0,-1,
11438,11440,west,0,-1,
11439,11440,north,0,-1,
11439,11440,east,0,-1,
11439,11440,south,0,-1,
11439,11438,west,0,-1,
11440,11439,north,0,-1,
11440,11441,east,0,-1,
11440,11440,south,0,-1,
11440,11440,west,0,-1,
11441,11440,north,0,-1,
11441,11440,east,0,-1,
11441,11442,south,0,-1,
11441,11440,west,0,-1,
11442,11441,north,0,-1,
11442,11443,east,0,-1,
11442,11440,south,0,-1,
11442,11440,west,0,-1,
11443,11440,north,0,-1,
11443,11440,east,0,-1,
11443,11444,south,0,-1,
11443,11442,west,0,-1,
11444,11443,north,0,-1,
11444,11445,east,0,-1,
11444,11440,south,0,-1,
11444,11440,west,0,-1,
11445,11440,north,0,-1,
11445,11447,east,0,-1,
11445,11440,south,0,-1,
11445,11444,west,0,-1,
11446,11434,east,0,-1,
11446,11448,south,0,-1,
11446,11010,west,0,-1,
11447,11200,east,0,-1,
11447,11462,south,0,-1,
11447,11445,west,0,-1,
11448,11446,north,0,-1,
11448,11434,east,0,-1,
11448,11449,south,0,-1,
11448,11021,west,0,-1,
11449,11448,north,0,-1,
11449,11434,east,0,-1,
11449,11450,south,0,-1,
11449,11032,west,0,-1,
11450,11449,north,0,-1,
11450,11434,east,0,-1,
11450,11451,south,0,-1,
11450,11043,west,0,-1,
11451,11450,north,0,-1,
11451,11434,east,0,-1,
11451,11452,south,0,-1,
11451,11054,west,0,-1,
11452,11451,north,0,-1,
11452,11434,east,0,-1,
11452,11453,south,0,-1,
11452,11065,west,0,-1,
11453,11452,north,0,-1,
11453,11434,east,0,-1,
11453,11076,west,0,-1,
11454,11434,east,0,-1,
11454,11455,south,0,-1,
11454,11098,west,0,-1,
11455,11454,north,0,-1,
11455,11434,east,0,-1,
11455,11456,south,0,-1,
11455,11109,west,0,-1,
11456,11455,north,0,-1,
11456,11434,east,0,-1,
11456,11457,south,0,-1,
11456,11120,west,0,-1,
11457,11456,north,0,-1,
11457,11434,east,0,-1,
11457,11458,south,0,-1,
11457,11131,west,0,-1,
11458,11457,north,0,-1,
11458,11434,east,0,-1,
11458,11459,south,0,-1,
11458,11142,west,0,-1,
11459,11458,north,0,-1,
11459,11434,east,0,-1,
11459,11460,south,0,-1,
11459,11153,west,0,-1,
11460,11459,north,0,-1,
11460,11434,east,0,-1,
11460,11461,south,0,-1,
11460,11164,west,0,-1,
11461,11460,north,0,-1,
11461,11434,east,0,-1,
11461,11175,west,0,-1,
11462,11447,north,0,-1,
11462,11211,east,0,-1,
11462,11463,south,0,-1,
11462,11445,west,0,-1,
11463,11462,north,0,-1,
11463,11222,east,0,-1,
11463,11464,south,0,-1,
11463,11445,west,0,-1,
11464,11463,north,0,-1,
11464,11233,east,0,-1,
11464,11465,south,0,-1,
11464,11445,west,0,-1,
11465,11464,north,0,-1,
11465,11244,east,0,-1,
11465,11466,south,0,-1,
11465,11445,west,0,-1,
11466,11465,north,0,-1,
11466,11255,east,0,-1,
11466,11467,south,0,-1,
11466,11445,west,0,-1,
11467,11466,north,0,-1,
11467,11266,east,0,-1,
11467,11468,south,0,-1,
11467,11445,west,0,-1,
11468,11467,north,0,-1,
11468,11277,east,0,-1,
11468,11469,south,0,-1,
11468,11404,west,0,-1,
11469,11468,north,0,-1,
11469,11288,east,0,-1,
11469,11470,south,0,-1,
11469,11445,west,0,-1,
11470,11469,north,0,-1,
11470,11299,east,0,-1,
11470,11471,south,0,-1,
11470,11445,west,0,-1,
11471,11470,north,0,-1,
11471,11310,east,0,-1,
11471,11472,south,0,-1,
11471,11445,west,0,-1,
11472,11471,north,0,-1,
11472,11321,east,0,-1,
11472,11473,south,0,-1,
11472,11445,west,0,-1,
11473,11472,north,0,-1,
11473,11332,east,0,-1,
11473,11474,south,0,-1,
11473,11445,west,0,-1,
11474,11473,north,0,-1,
11474,11343,east,0,-1,
11474,11475,south,0,-1,
11474,11445,west,0,-1,
11475,11474,north,0,-1,
11475,11354,east,0,-1,
11475,11476,south,0,-1,
11475,11445,west,0,-1,
11476,11475,north,0,-1,
11476,11365,east,0,-1,
11476,11445,west,0,-1,
11477,11276,west,0,-1,
11478,11480,north,0,-1,
11478,11479,east,0,-1,
11479,11481,north,0,-1,
11479,11478,west,0,-1,doors
11480,11481,east,0,-1,
11480,11478,south,0,-1,
11481,11479,south,0,-1,
11481,11480,west,0,-1,doors
11481,11482,up,0,-1,
11482,11486,up,0,-1,
11482,11481,down,0,-1,
11483,11485,north,0,-1,
11483,11484,east,0,-1,
11483,11487,up,0,-1,
11484,11486,north,0,-1,
11484,11483,west,0,-1,
11485,11486,east,0,-1,
11485,11483,south,0,-1,
11486,11484,south,0,-1,
11486,11485,west,0,-1,
11486,11482,down,0,-1,
11487,11488,up,0,-1,
11487,11483,down,0,-1,
11488,11490,north,0,-1,
11488,11489,east,0,-1,
11488,11487,down,0,-1,
11489,11491,north,0,-1,
11489,11488,west,0,-1,
11490,11491,east,0,-1,
11490,11488,south,0,-1,
11491,11489,south,0,-1,
11491,11490,west,0,-1,
11491,11492,up,0,-1,
11492,11496,up,0,-1,
11492,11491,down,0,-1,
11493,11495,north,0,-1,
11493,11494,east,0,-1,
11494,11496,north,0,-1,
11494,11493,west,0,-1,
11495,11496,east,0,-1,
11495,11493,south,0,-1,
11496,11494,south,0,-1,
11496,11495,west,0,-1,
11496,11492,down,0,-1,
11497,11499,south,0,-1,
11497,11155,up,0,-1,
11498,11499,east,0,-1,
11498,11501,south,0,-1,
11499,11497,north,0,-1,
11499,11500,east,0,-1,
11499,11502,south,0,-1,
11499,11498,west,0,-1,
11500,11503,south,0,-1,
11500,11499,west,0,-1,
11501,11498,north,0,-1,
11501,11502,east,0,-1,
11501,11504,south,0,-1,
11502,11499,north,0,-1,
11502,11503,east,0,-1,
11502,11505,south,0,-1,
11502,11501,west,0,-1,
11503,11500,north,0,-1,
11503,11506,south,0,-1,
11503,11502,west,0,-1,
11504,11501,north,0,-1,
11504,11505,east,0,-1,
11505,11502,north,0,-1,
11505,11506,east,0,-1,
11505,11507,south,1,666,secret door
11505,11504,west,0,-1,
11506,11503,north,0,-1,
11506,11505,west,0,-1,
11507,11505,north,1,-1,door
11509,11263,north,0,-1,
11509,11510,east,0,-1,
11509,11285,south,0,-1,
11510,11264,north,0,-1,
11510,11276,east,0,-1,
11510,11286,south,0,-1,
11510,11509,west,0,-1,
11511,11512,east,0,-1,
11512,11000,east,0,-1,
11512,11511,west,0,-1,
11513,11514,south,0,0,
11513,11363,up,0,0,
11514,11513,north,0,0,
11666,8008,down,0,-1,
22500,22501,north,0,0,
22500,3022,east,0,0,
22500,3022,south,0,0,
22500,3022,west,0,0,
22501,3022,north,0,0,
22501,3022,east,0,0,
22501,22500,south,0,0,
22501,22502,west,0,0,
22502,3022,north,0,0,
22502,22501,east,0,0,
22502,22503,south,0,0,
22502,3022,west,0,0,
22503,22502,north,0,0,
22503,22504,east,0,0,
22503,3022,south,0,0,
22503,3022,west,0,0,
22504,3022,north,0,0,
22504,22505,east,0,0,
22504,3022,south,0,0,
22504,22503,west,0,0,
22505,22506,north,0,0,
22505,3022,east,0,0,
22505,3022,south,0,0,
22505,22504,west,0,0,
22506,22507,north,0,0,
22506,3022,east,0,0,
22506,22505,south,0,0,
22506,3022,west,0,0,
22507,3022,north,0,0,
22507,3022,east,0,0,
22507,22506,south,0,0,
22507,22508,west,0,0,
22508,3022,north,0,0,
22508,22507,east,0,0,
22508,22509,south,0,0,
22508,3022,west,0,0,
22509,22508,north,0,0,
22509,22510,east,0,0,
22509,3022,south,0,0,
22509,3022,west,0,0,
22510,22504,north,0,0,
22510,3022,east,0,0,
22510,22511,south,0,0,
22510,22500,west,0,0,
22511,22510,north,0,0,
22511,3022,east,0,0,
22511,3022,south,0,0,
22511,22512,west,0,0,
22512,22513,north,0,0,
22512,22511,east,0,0,
22512,3022,south,0,0,
22512,3022,west,0,0,
22513,3022,north,0,0,
22513,22514,east,0,0,
22513,22512,south,0,0,
22513,3022,west,0,0,
22514,3022,north,0,0,
22514,22515,east,0,0,
22514,3022,south,0,0,
22514,22513,west,0,0,
22515,22516,north,0,0,
22515,3022,east,0,0,
22515,3022,south,0,0,
22515,22514,west,0,0,
22516,3022,north,0,0,
22516,3022,east,0,0,
22516,22515,south,0,0,
22516,22517,west,0,0,
22517,22518,north,0,0,
22517,22516,east,0,0,
22517,3022,south,0,0,
22517,3022,west,0,0,
22518,3022,north,0,0,
22518,3022,east,0,0,
22518,22517,south,0,0,
22518,22519,west,0,0,
22519,3022,north,0,0,
22519,22518,east,0,0,
22519,22520,south,0,0,
22519,3022,west,0,0,
22520,22519,north,0,0,
22520,3022,east,0,0,
22520,3022,south,0,0,
22520,22521,west,0,0,
22521,3022,north,0,0,
22521,22520,east,0,0,
22521,22522,south,0,0,
22521,3022,west,0,0,
22522,22521,north,0,0,
22522,22523,east,0,0,
22522,3022,south,0,0,
22522,3022,west,0,0,
22523,3022,north,0,0,
22523,3022,east,0,0,
22523,22524,south,0,0,
22523,22522,west,0,0,
22524,22523,north,0,0,
22524,3022,east,0,0,
22524,3022,south,0,0,
22524,22525,west,0,0,
22525,22526,north,0,0,
22525,22511,east,0,0,
22525,3022,south,0,0,
22525,22518,west,0,0,
22526,3022,north,0,0,
22526,3022,east,0,0,
22526,22525,south,0,0,
22526,22527,west,0,0,
22527,3022,north,0,0,
22527,22526,east,0,0,
22527,3022,south,0,0,
22527,22528,west,0,0,
22528,3022,north,0,0,
22528,22527,east,0,0,
22528,22529,south,0,0,
22528,3022,west,0,0,
22529,22528,north,0,0,
22529,3022,east,0,0,
22529,3022,south,0,0,
22529,22530,west,0,0,
22530,22531,north,0,0,
22530,22529,east,0,0,
22530,3022,south,0,0,
22530,3022,west,0,0,
22531,22532,north,0,0,
22531,3022,east,0,0,
22531,22530,south,0,0,
22531,3022,west,0,0,
22532,3022,north,0,0,
22532,22533,east,0,0,
22532,22531,south,0,0,
22532,3022,west,0,0,
22533,22534,north,0,0,
22533,3022,east,0,0,
22533,3022,south,0,0,
22533,22532,west,0,0,
22534,3022,north,0,0,
22534,22535,east,0,0,
22534,22533,south,0,0,
22534,3022,west,0,0,
22535,3022,north,0,0,
22535,3022,east,0,0,
22535,22536,south,0,0,
22535,22534,west,0,0,
22536,22535,north,0,0,
22536,22537,east,0,0,
22536,3022,south,0,0,
22536,3022,west,0,0,
22537,22538,north,0,0,
22537,3022,east,0,0,
22537,3022,south,0,0,
22537,22536,west,0,0,
22538,22528,north,0,0,
22538,22539,east,0,0,
22538,22531,south,0,0,
22538,3022,west,0,0,
22539,22540,north,0,0,
22539,3022,east,0,0,
22539,3022,south,0,0,
22539,22538,west,0,0,
22540,22541,north,0,0,
22540,3022,east,0,0,
22540,22539,south,0,0,
22540,3022,west,0,0,
22541,3022,north,0,0,
22541,22542,east,0,0,
22541,22540,south,0,0,
22541,3022,west,0,0,
22542,3022,north,0,0,
22542,3022,east,0,0,
22542,22543,south,0,0,
22542,22541,west,0,0,
22543,22542,north,0,0,
22543,22544,east,0,0,
22543,3022,south,0,0,
22543,3022,west,0,0,
22544,22545,north,0,0,
22544,3022,east,0,0,
22544,3022,south,0,0,
22544,22543,west,0,0,
22545,3022,north,0,0,
22545,22546,east,0,0,
22545,22544,south,0,0,
22545,3022,west,0,0,
22546,3022,north,0,0,
22546,3022,east,0,0,
22546,22547,south,0,0,
22546,22545,west,0,0,
22547,22546,north,0,0,
22547,3022,east,0,0,
22547,22548,south,0,0,
22547,3022,west,0,0,
22548,22547,north,0,0,
22548,3022,east,0,0,
22548,3022,south,0,0,
22548,22549,west,0,0,
22549,3022,north,0,0,
22549,22548,east,0,0,
22549,3022,south,0,0,
22549,22550,west,0,0,
22551,3022,north,0,0,
22551,3022,east,0,0,
22551,3022,south,0,0,
22551,22552,west,0,0,
22552,3022,north,0,0,
22552,22551,east,0,0,
22552,22553,south,0,0,
22552,3022,west,0,0,
22553,22552,north,0,0,
22553,3022,east,0,0,
22553,3022,south,0,0,
22553,22554,west,0,0,
22554,22555,north,0,0,
22554,22553,east,0,0,
22554,3022,south,0,0,
22554,3022,west,0,0,
22555,3022,north,0,0,
22555,22556,east,0,0,
22555,22554,south,0,0,
22555,3022,west,0,0,
22556,22557,north,0,0,
22556,3022,east,0,0,
22556,3022,south,0,0,
22556,22555,west,0,0,
22557,3022,north,0,0,
22557,22558,east,0,0,
22557,22556,south,0,0,
22557,3022,west,0,0,
22558,3022,north,0,0,
22558,3022,east,0,0,
22558,22559,south,0,0,
22558,22557,west,0,0,
22559,22558,north,0,0,
22559,22560,east,0,0,
22559,3022,south,0,0,
22559,3022,west,0,0,
22560,22555,north,0,0,
22560,3022,east,0,0,
22560,22561,south,0,0,
22560,22551,west,0,0,
22561,22560,north,0,0,
22561,22562,east,0,0,
22561,3022,south,0,0,
22561,3022,west,0,0,
22562,3022,north,0,0,
22562,3022,east,0,0,
22562,22563,south,0,0,
22562,22561,west,0,0,
22563,22562,north,0,0,
22563,3022,east,0,0,
22563,3022,south,0,0,
22563,22564,west,0,0,
22564,3022,north,0,0,
22564,22563,east,0,0,
22564,3022,south,0,0,
22564,22565,west,0,0,
22565,22566,north,0,0,
22565,22564,east,0,0,
22565,3022,south,0,0,
22565,3022,west,0,0,
22566,3022,north,0,0,
22566,22567,east,0,0,
22566,22565,south,0,0,
22566,3022,west,0,0,
22567,22568,north,0,0,
22567,3022,east,0,0,
22567,3022,south,0,0,
22567,22566,west,0,0,
22568,3022,north,0,0,
22568,22569,east,0,0,
22568,22567,south,0,0,
22568,3022,west,0,0,
22569,22570,north,0,0,
22569,3022,east,0,0,
22569,3022,south,0,0,
22569,22568,west,0,0,
22570,3022,north,0,0,
22570,3022,east,0,0,
22570,22569,south,0,0,
22570,22571,west,0,0,
22571,3022,north,0,0,
22571,22570,east,0,0,
22571,22572,south,0,0,
22571,3022,west,0,0,
22572,22571,north,0,0,
22572,22573,east,0,0,
22572,3022,south,0,0,
22572,3022,west,0,0,
22573,3022,north,0,0,
22573,3022,east,0,0,
22573,22574,south,0,0,
22573,22572,west,0,0,
22574,22573,north,0,0,
22574,3022,east,0,0,
22574,3022,south,0,0,
22574,22575,west,0,0,
22575,22569,north,0,0,
22575,22563,east,0,0,
22575,3022,south,0,0,
22575,22576,west,0,0,
22576,22577,north,0,0,
22576,22575,east,0,0,
22576,3022,south,0,0,
22576,3022,west,0,0,
22577,22578,north,0,0,
22577,3022,east,0,0,
22577,22576,south,0,0,
22577,3022,west,0,0,
22578,3022,north,0,0,
22578,22579,east,0,0,
22578,22577,south,0,0,
22578,3022,west,0,0,
22579,3022,north,0,0,
22579,3022,east,0,0,
22579,22580,south,0,0,
22579,22578,west,0,0,
22580,22579,north,0,0,
22580,3022,east,0,0,
22580,22581,south,0,0,
22580,3022,west,0,0,
22581,22580,north,0,0,
22581,3022,east,0,0,
22581,3022,south,0,0,
22581,22582,west,0,0,
22582,3022,north,0,0,
22582,22581,east,0,0,
22582,22583,south,0,0,
22582,3022,west,0,0,
22583,22582,north,0,0,
22583,22584,east,0,0,
22583,3022,south,0,0,
22583,3022,west,0,0,
22584,3022,north,0,0,
22584,22585,east,0,0,
22584,3022,south,0,0,
22584,22583,west,0,0,
22585,22586,north,0,0,
22585,3022,east,0,0,
22585,3022,south,0,0,
22585,22584,west,0,0,
22586,22587,north,0,0,
22586,3022,east,0,0,
22586,22585,south,0,0,
22586,3022,west,0,0,
22587,3022,north,0,0,
22587,3022,east,0,0,
22587,22586,south,0,0,
22587,22588,west,0,0,
22588,22589,north,0,0,
22588,22587,east,0,0,
22588,3022,south,0,0,
22588,3022,west,0,0,
22589,3022,north,0,0,
22589,22590,east,0,0,
22589,22588,south,0,0,
22589,3022,west,0,0,
22590,22591,north,0,0,
22590,3022,east,0,0,
22590,22584,south,0,0,
22590,22577,west,0,0,
22591,3022,north,0,0,
22591,3022,east,0,0,
22591,22590,south,0,0,
22591,22592,west,0,0,
22592,3022,north,0,0,
22592,22591,east,0,0,
22592,22593,south,0,0,
22592,3022,west,0,0,
22593,22592,north,0,0,
22593,3022,east,0,0,
22593,3022,south,0,0,
22593,22594,west,0,0,
22594,3022,north,0,0,
22594,22593,east,0,0,
22594,22595,south,0,0,
22594,3022,west,0,0,
22595,22594,north,0,0,
22595,22596,east,0,0,
22595,3022,south,0,0,
22595,3022,west,0,0,
22596,3022,north,0,0,
22596,22597,east,0,0,
22596,3022,south,0,0,
22596,22595,west,0,0,
22597,22598,north,0,0,
22597,3022,east,0,0,
22597,3022,south,0,0,
22597,22596,west,0,0,
22598,3022,north,0,0,
22598,3022,east,0,0,
22598,22597,south,0,0,
22598,22599,west,0,0,
22599,22600,north,0,0,
22599,22598,east,0,0,
22599,3022,south,0,0,
22599,3022,west,0,0,
19600,19601,east,1,0,
19601,19602,north,0,0,
19601,9724,south,0,0,
19602,19603,east,0,0,
19602,19601,south,0,0,
19603,19604,north,0,0,
19603,19602,west,0,0,
19604,19606,north,0,0,
19604,19605,east,0,0,
19604,19603,south,0,0,
19605,19616,east,0,0,
19605,19604,west,0,0,
19606,19604,south,0,0,
19606,19607,west,0,0,
19607,19606,east,0,0,
19607,19608,west,0,0,
19607,19610,up,0,0,
19608,19607,east,0,0,
19608,19609,west,0,0,
19609,19608,east,0,0,
19610,19613,east,0,0,
19610,19607,down,0,0,
19611,19612,east,0,0,
19611,19610,south,1,-1,door
19612,19611,west,0,0,
19613,19614,east,1,0,door
19613,19610,west,0,0,
19614,19615,east,1,0,metal door
19614,19613,west,1,0,door
19615,19614,west,1,0,metal door
19616,19617,north,0,0,
19616,19619,east,0,0,
19616,19624,south,0,0,
19616,19605,west,0,0,
19617,19618,east,0,0,
19617,19616,south,0,0,
19618,19623,east,0,0,
19618,19619,south,0,0,
19618,19617,west,0,0,
19619,19618,north,0,0,
19619,19622,east,0,0,
19619,19620,south,0,0,
19619,19616,west,0,0,
19620,19619,north,0,0,
19620,19621,east,0,0,
19620,19624,west,0,0,
19621,19622,north,0,0,
19621,19620,west,0,0,
19622,19623,north,0,0,
19622,19621,south,0,0,
19622,19619,west,0,0,
19623,19622,south,0,0,
19623,19618,west,0,0,
19624,19616,north,0,0,
19624,19620,east,0,0,
19626,19627,north,0,0,
19626,15108,south,0,0,
19627,19626,south,0,0,
19627,19628,down,2,19626,grate
19628,19629,north,0,0,
19628,19630,east,0,0,
19628,19627,up,2,19626,grate
19629,19633,north,0,0,
19629,19631,east,0,0,
19629,19628,south,0,0,
19629,19632,west,0,0,
19630,19631,north,0,0,
19630,19628,west,0,0,
19631,19630,south,0,0,
19631,19629,west,0,0,
19632,19629,east,0,0,
19633,19629,south,0,0,
19634,19635,south,2,19628,door
19634,19631,up,0,0,
19635,19636,north,2,19642,gate
19635,9715,south,0,0,
19636,19637,north,0,0,
19636,19642,east,0,0,
19636,19635,south,2,19642,gate
19637,19639,north,0,0,
19637,19636,south,0,0,
19638,19639,up,1,0,trapdoor
19639,19649,north,1,0,door
19639,19637,south,0,0,
19639,19648,west,0,0,
19639,19638,down,1,0,trapdoor
19640,19644,up,0,0,
19640,19646,down,2,19646,ivory stairway
19641,19644,south,1,0,silk curtain
19642,19636,west,0,0,
19643,19644,east,1,0,oak
19644,19641,north,1,0,silk curtain
19644,19645,east,1,0,door wooden
19644,19643,west,1,0,oak
19644,19640,down,0,0,
19645,19644,west,1,0,door wooden
19646,19647,east,0,0,
19646,19640,up,2,19646,ivory stairway
19647,19648,east,0,0,
19647,19646,west,0,0,
19648,19639,east,0,0,
19648,19647,west,0,0,
19649,19639,south,1,0,door
19650,19654,south,2,19651,door
19650,19651,up,0,0,
19651,19652,north,0,0,
19651,19653,south,0,0,
19651,19655,up,0,0,
19651,19650,down,0,0,
19652,19651,south,0,0,
19653,19651,north,0,0,
19653,19654,down,0,0,
19654,19650,north,2,19651,door
19654,9568,south,0,0,
19654,9557,west,0,0,
19655,19656,up,0,0,
19655,19651,down,0,0,
19656,19657,south,0,0,
19656,19658,up,0,0,
19656,19655,down,0,0,
19657,19656,north,0,0,
19658,19656,down,0,0,
19659,19656,south,2,19650,door
19665,19678,east,0,0,
19666,19680,west,1,19665,door
19667,19696,north,0,0,
19667,19697,east,0,0,
19667,19676,south,0,0,
19667,19695,west,0,0,
19674,9736,south,0,0,
19676,19667,north,0,0,
19676,19677,east,0,0,
19676,19678,west,0,0,
19677,19676,west,0,0,
19677,19680,down,0,0,
19678,19676,east,0,0,
19678,19665,west,0,0,
19679,19680,south,0,0,
19680,19679,north,0,0,
19680,19666,east,1,19665,door
19680,19677,up,0,0,
19686,19688,west,0,0,
19687,19688,east,0,0,
19688,19686,east,0,0,
19688,19689,south,2,19686,portcullis
19688,19687,west,0,0,
19689,15108,south,0,0,
19695,19667,east,0,0,
19696,19667,south,0,0,
19697,19667,west,0,0,
7000,7001,down,0,-1,
7001,7002,south,0,-1,
7001,8059,west,0,0,
7002,7001,north,0,-1,
7002,7003,east,0,-1,
7003,7038,east,0,-1,
7003,7076,south,0,-1,
7003,7002,west,0,-1,
7004,7076,north,0,-1,
7004,7040,east,0,-1,
7004,7005,west,0,-1,
7005,7004,east,0,-1,
7005,7006,south,0,-1,
7006,7005,north,0,-1,
7006,7007,east,0,-1,
7006,7075,down,0,-1,
7007,7023,east,0,-1,
7007,7008,south,0,-1,
7007,7006,west,0,-1,
7008,7007,north,0,-1,
7008,7042,west,0,-1,
7009,7012,east,0,-1,
7009,7010,south,0,-1,
7010,7009,north,0,-1,
7010,7079,up,0,-1,
7012,7009,west,0,-1,
7014,7016,north,0,-1,
7014,7017,east,0,-1,
7014,7015,west,0,-1,
7014,7079,down,0,-1,
7015,7014,east,0,-1,
7016,7014,south,0,-1,
7017,7014,west,0,-1,
7018,7019,up,0,-1,
7019,7020,south,0,-1,
7019,7022,west,0,-1,
7019,7018,down,0,-1,
7020,7019,north,0,-1,
7020,7021,west,0,-1,
7021,7022,north,0,-1,
7021,7020,east,0,-1,
7022,7019,east,0,-1,
7022,7021,south,0,-1,
7023,7024,east,0,-1,
7023,7007,west,0,-1,
7024,7025,north,0,-1,
7024,7023,west,0,-1,
7025,7043,north,0,-1,
