vnum,name,zone,flags,sector,description_preview
11243,The Desert,110,bspace,0,"The wind blows the sands so hard into your eyes that you can barely stand
to open them as you stumbl..."
11244,The Desert,110,bspace,0,"A sandstorm to the west threatens to overtake you.  Suddenly, the open
desert looks much more inviti..."
11245,The Desert,110,bspace,0,You stand just west of a worn trail around a small village.
11246,A Dusty Trail,110,bspace,0,The trail leads north and south around a high fence to the east.
11247,A Straw Hut,110,indoors;bspace,0,"This straw and mud hut is where the Rakshasa citizens live.  A bare rug
lies on the floor while a si..."
11248,A Path Along the Wall,110,indoors;bspace,0,"Rakshasan citizens travel along this path, ignoring you as they go about
their business.  You notice..."
11249,Inside The Gate,110,indoors;bspace,0,"You see Rakshasan citizens scurry along the road to their destinations,
seeming to be in a hurry to ..."
11250,A Path Along the Wall,110,indoors;bspace,0,"There are many Rakshasa citizens traveling along this path.  You notice the
blandness of the decorat..."
11251,A Straw Hut,110,indoors;bspace,0,"This straw and mud hut is where the Rakshasa citizens live.  A bare rug
lies on the floor while a si..."
11252,A Dusty Trail,110,bspace,0,The trail leads north and south around a high fence to the west.
11253,The Desert,110,bspace,0,"You stand just east of a worn trail.  The hot sands radiate heat in all
other directions."
11254,The Desert,110,bspace,0,You stumble blindly through the blowing sands of the desert.
11255,The Desert,110,bspace,0,"A storm brews to the west, gathering speed as it seemingly rises from
nowhere."
11256,The Desert,110,bspace,0,A trail to the east leads around a small village.
11257,A Dusty Trail,110,bspace,0,The trail leads north and south around a high fence to the east.
11258,A Straw Hut,110,indoors;bspace,0,"You see a bare, desolate living quarters.  There are few items in this hut,
but you are able to make..."
11259,A Straw Hut,110,indoors;bspace,0,"Upon entrance, you notice a Rakshasan stirring a pot of boiling water with
bones sticking out of the..."
11260,The Feline Way,110,bspace,0,"You are traveling on the main street of the village.  There is a lot of
hustling and bustling as the..."
11261,A Straw Hut,110,indoors;bspace,0,"Upon entrance, you notice a Rakshasan stirring a pot of boiling water with
bones sticking out of the..."
11262,A Straw Hut,110,indoors;bspace,0,"You see a bare, desolate living quarters.  There are few items in this hut,
but you are able to make..."
11263,A Dusty Trail,110,bspace,0,The trail leads north and south around a high fence to the west.
11264,In the Desert,110,bspace,0,"To the west a trail around a small village looks as if it gets little
use.  In all other directions,..."
11265,The Desert,110,bspace,0,"All horizons look the same in this bleak, black desert.  The heat rising
off the sands is almost unb..."
11266,In the Desert,110,bspace,0,"Your bloodshot eyes marvel at the cloud formations shifting through
the storm to the west."
11267,In the Desert,110,bspace,0,You are west of a dusty trail surrounding a quiet village.
11268,A Dusty Trail,110,bspace,0,The trail leads north and south around a high fence to the east.
11269,A Dark Weapons Shop,110,indoors;nomagic;bspace,0,"Candles on the wall illuminate the room just enough for you to see all the
full weapons' racks on th..."
11270,Entrance To The Weapons Shop,110,indoors;bspace,0,"It's so dark here that you can barely see your own hand before your eyes.
Better watch out; the Raks..."
11271,The Feline Way,110,bspace,0,"You are traveling on the main street of the village.  There is a lot of
activity here as the Rakshas..."
11272,The Entrance to a Dark Magic Shop,110,indoors;bspace,0,"This unlit shop smells strongly of herbs and decaying flesh.  The shadows
are thick and you become a..."
11273,A Dark Magic Shop,110,indoors;bspace,0,"Candles on the wall illuminate the room just enough for you to notice all
the strange concoctions on..."
11274,The Heavenly Meadows,110,private,0,"You are on soft, pink clouds, somewhere high up in the skies. Far above and
a little to the left, yo..."
11275,On The Raspberry Moon,110,private,0,"You are on a HUUUGE raspberry, which has a somewhat moon-like appearance.
It hangs by a particularly..."
11276,In the Desert,110,bspace,0,A massive tower juts out of the ground to the east.
11277,The Desert,110,bspace,0,A small dune rises to the west at the edge of a gigantic sandstorm.
11278,The Desert,110,bspace,0,"The trail to the east surrounds a high spiked fence.  All other directions
lead back into the desert..."
11279,A Dusty Trail,110,bspace,0,The trail leads north and south around a high fence to the east.
11280,A Side Road,110,bspace,0,"This road leads east through the Rakshasa Village and is blocked by a high,
spiked fence to the west..."
11281,A Side Road,110,bspace,0,"This road leads east and west through the Rakshasa Village.  There is less
traffic on this road than..."
11282,The Feline Way,110,bspace,0,"You are traveling on the main street of the village.  There is a lot of
activity here as the Rakshas..."
11283,A Side Road,110,bspace,0,"This road leads east and west through the Rakshasa Village.  There is less
traffic on this road than..."
11284,A Side Road,110,bspace,0,"This road leads west through the Rakshasa Village and is blocked by a high,
spiked fence to the east..."
11285,A Dusty Trail,110,bspace,0,The trail leads north and south around a high fence to the west.
11286,The Desert,110,bspace,0,"To the west a trail around a small village looks as if it gets little use.
All other directions lead..."
11287,The Desert,110,bspace,0,"There's so much sand in your eyes you wish you were blind and the heat
rising from the desert dunes ..."
11288,The Desert,110,bspace,0,A shrill howling rises from the storm raging to the west.
11289,The Desert,110,bspace,0,You stand west of worn trail around a walled village.
11290,A Dusty Trail,110,bspace,0,The trail leads north and south around a high fence to the east.
11291,An Entrance to the Temple,110,indoors;bspace,0,"his room leads to the Temple of the Rakshasa Village.  The candles on the
walls light your way throu..."
11292,North Of The Altar,110,indoors;bspace,0,"You are standing in a small niche just north of a strangely-shaped altar.
The air is dry here and is..."
11293,The Feline Way,110,bspace,0,"You are traveling on the main street of the village.  There is a lot of
activity here as the Rakshas..."
11294,Inside The Nursery,110,indoors;bspace,0,"Here, Rakshasa cubs wrestle each other playfully.  The walls are
decorated with pictures of the Brow..."
11295,Entrance To The Nursery,110,indoors;bspace,0,"You hear the sounds of the Rakshasa cubs playfully growling in the
background.  The walls are decora..."
11296,A Dusty Trail,110,bspace,0,The trail leads north and south around a high fence to the west.
11297,The Desert,110,bspace,0,"You stand just east of a worn trail.  The desert heat rises from the dunes
in all other directions."
11298,In the Desert,110,bspace,0,"There is so much sand in your eyes you fear permanent damage from the
constant abrasions.  The wind ..."
11299,In the Dry Dusty Desert,110,bspace,0,"The sand is not as fine here as it was farther north, and cacti grow more
abundant.  You look around..."
11300,The Dry Dusty Desert,110,bspace,0,A worn trail to the east leads around a high spiked wall.
11301,A Dusty Trail,110,bspace,0,The trail leads north and south around a high fence to the east.
11302,West of the Altar,110,indoors;bspace,0,"You are standing in the shadows of an Altar room.  The altar itself
stands in the open to the east, ..."
11303,The Temple Altar,110,indoors;bspace,0,"In the center of the room, you see a black marble altar shaped like a huge
tiger claw.  There are bl..."
11304,The Feline Way,110,bspace,0,"You are traveling on the main street of the village. There is a lot of
activity here as the Rakshasa..."
11305,Inside the Nursery,110,indoors;bspace,0,"You see the Rakshasa cubs wrestling each other playfully.  The walls are
decorated with more picture..."
11306,Inside the Nursery,110,indoors;bspace,0,"You see the Rakshasa cubs wrestling each other playfully.  The walls are
decorated with more picture..."
11307,A Dusty Trail,110,bspace,0,The trail leads north and south around a high fence to the west.
11308,In the Desert,110,bspace,0,"To the west a trail around a small village looks as if it gets little
use.  All other directions lea..."
11309,In the Dry Dusty Desert,110,bspace,0,"Through shimmering waves of rising heat, you think you see a large structure
to the west.  Everythin..."
11310,The Dry Dusty Desert,110,bspace,0,"Coarse sand crunches under your feet, but doesn't drown out the sound
of the shrieking storm to the ..."
11311,The Dry Dusty Desert,110,bspace,0,The trail east of you circles a small village.
11312,A Dusty Trail,110,bspace,0,The trail leads north and south around a high fence to the east.
11313,Base of the Tower,110,indoors;bspace,0,"You are standing at the base of an enormous tower.  There is a small square
door in the ceiling, gua..."
11314,Path Along The Wall,110,indoors;bspace,0,"Many Rakshasan citizens travel along this path.  You notice the blandness
of the decorations and the..."
11315,The Feline Way,110,bspace,0,"You are traveling on the main street of the village.  There is a lot of
activity here as the Rakshas..."
11316,A Path Along the Wall,110,indoors;bspace,0,"Rakshasan citizens travel along this path, ignoring the blandness of the
decorations and the lack of..."
11317,A Straw Hut,110,indoors;bspace,0,"This is where the Rakshasan citizens live.  The hut is made of a straw and
mud mixture and displays ..."
11318,A Dusty Trail,110,bspace,0,The trail leads north and south around a high fence to the west.
11319,The Dry Dusty Desert,110,bspace,0,"The sand is not as fine here as it was farther north, and cacti grow more
abundantly. To the west a ..."
11320,The Dry Dusty Desert,110,bspace,0,"The sand is not as fine here as it was farther north, and cacti grow more
abundantly.  Shelter from ..."
11321,The Dry Dusty Desert,110,bspace,0,"You brush against a cactus in your path but decide against stopping to pull
out splinters due to the..."
11322,The Dry Dusty Desert,110,bspace,0,To the east is a bend in the dusty trail outside of a spiked fence.
11323,A Dusty Trail,110,bspace,0,"The trail bends here, heading north and east around a high spiked fence."
11324,A Dusty Trail,110,bspace,0,The trail leads east and west around a high fence to the north.
11325,A Dusty Trail,110,bspace,0,The trail leads east and west around a high fence to the north.
11326,Gates Of A Rakshasan Village,110,nomob;bspace,0,"To the north is a break in the high spiked fence around a small village.
A worn trail leads east and..."
11327,A Dusty Trail,110,bspace,0,The trail leads east and west around a high fence to the north.
11328,A Dusty Trail,110,bspace,0,The trail leads east and west around a high fence to the north.
11329,A Dusty Trail,110,bspace,0,"The trail bends here, heading north and west around a high spiked fence."
11330,The Desert,110,bspace,0,To the west is a bend in a dusty trail around a high spiked fence.
11331,In the Dry Dusty Desert,110,bspace,0,"The sand is not as fine here as it was farther north, and cacti grow more
abundantly.  Shelter from ..."
11332,Trekking Through The Desert,110,bspace,0,The desert seems tense as the storm westward heads this way.
11333,Trekking Through The Desert,110,bspace,0,"Small scrub grows up through the sand, and small pesky flies bite at your
exposed skin.  To the nort..."
11334,Trekking Through The Desert,110,bspace,0,A worn trail leads around a small village to the north.
11335,Trekking Through The Desert,110,bspace,0,You are just south a dusty trail around a high spiked fence.
11336,Trekking Through The Desert,110,bspace,0,You are just south a dusty trail around a high spiked fence.
11337,Trekking Through The Desert,110,bspace,0,You are just south a dusty trail around a high spiked fence.
11338,Trekking Through The Desert,110,bspace,0,You are just south a dusty trail around a high spiked fence.
11339,Near The Burrows,110,nomob;bspace,0,"Deep burrows mar the surface of the sand south of here.  There is no sign
of what could have created..."
11340,Near The Burrows,110,nomob;bspace,0,"Deep burrows mar the surface of the sand south of here.  There is no sign
of what could have created..."
11341,Near The Burrows,110,nomob;bspace,0,"Deep burrows mar the surface of the sand south of here.  There is no sign
of what could have created..."
11342,Near The Burrows,110,nomob;bspace,0,"Deep burrows mar the surface of the sand south of here.  There is no sign
of what could have created..."
11343,Trekking Through The Desert,110,bspace,0,Lightning crashes in the midst of the storm to the west.
11344,Trekking Through The Desert,110,bspace,0,"Small scrub grows up through the sand, and small pesky flies bite at your
exposed skin.  Unfortunate..."
11345,Trekking Through The Desert,110,bspace,0,"Small scrub grows up through the sand, and small pesky flies bite at your
exposed skin.  Unfortunate..."
11346,Trekking Through The Desert,110,bspace,0,"Small scrub grows up through the sand, and small pesky flies bite at your
exposed skin.  Unfortunate..."
11347,Trekking Through The Desert,110,bspace,0,"Small scrub grows up through the sand, and small pesky flies bite at your
exposed skin.  Unfortunate..."
11348,Trekking Through The Desert,110,bspace,0,"Small scrub grows up through the sand, and small pesky flies bite at your
exposed skin.  Unfortunate..."
11349,Trekking Through The Desert,110,bspace,0,"Small scrub grows up through the sand, and small pesky flies bite at your
exposed skin.  Unfortunate..."
11350,Near The Burrows,110,nomob;bspace,0,"Deep burrows mar the surface of the sand east of here.  There is no sign
of what could have created ..."
11351,The Barrows,110,bspace,0,"You stand in the midst of a huge pile of Rakshasa bones.  Two long poles on
either side of you have ..."
11352,The Barrows,110,bspace,0,"You stand ankle-deep in a trench of loose sand.  The edges of the ditch are
about eye level, and you..."
11353,The Barrows,110,bspace,0,"You stand ankle-deep in a trench of loose sand.  The edges of the ditch are
about eye level, and you..."
11354,Edge Of A Desert,110,bspace,0,"The desert ends here at a canyon to the south that drops thousands of feet
down into a dried river b..."
11355,Edge Of A Desert,110,bspace,0,"The desert ends here at a canyon to the south that drops thousands of feet
down into a dried river b..."
11356,Edge Of A Desert,110,bspace,0,"The desert ends here at a canyon to the south that drops thousands of feet
down into a dried river b..."
11357,Edge Of A Desert,110,bspace,0,"The desert ends here at a canyon to the south that drops thousands of feet
down into a dried river b..."
11358,Edge Of A Desert,110,bspace,0,"The desert ends here at a canyon to the south that drops thousands of feet
down into a dried river b..."
11359,Edge Of A Desert,110,bspace,0,"The desert ends here at a canyon to the south that drops thousands of feet
down into a dried river b..."
11360,Edge Of A Desert,110,bspace,0,"The desert ends here at a canyon to the south that drops thousands of feet
down into a dried river b..."
11361,Near The Burrows,110,nomob;bspace,0,"Deep burrows mar the surface of the sand east of here.  There is no sign
of what could have created ..."
11362,The Barrows,110,bspace,0,"You stand in a wasteland of bones, sand, and lifeless earth.  A hot wind
blows into you as you plod ..."
11363,The Barrows,110,bspace,0,"You stand ankle-deep in a trench of loose sand.  The edges of the ditch are
about eye level, and you..."
11364,The Barrows,110,bspace,0,"You stand ankle deep in a trench of loose sand.  The edges of the ditch are
about eye level, and you..."
11365,Edge Of A Canyon,110,bspace,0,"You stand on the very edge of a canyon.  The horizon on the other side is
dotted with trees and othe..."
11366,Edge Of A Canyon,110,bspace,0,"You stand on the very edge of a canyon.  The horizon on the other side is
dotted with trees and othe..."
11367,Edge Of A Canyon,110,bspace,0,"You stand on the very edge of a canyon.  The horizon on the other side is
dotted with trees and othe..."
11368,Edge Of A Canyon,110,bspace,0,"You stand on the very edge of a canyon.  The horizon on the other side is
dotted with trees and othe..."
11369,Edge Of A Canyon,110,bspace,0,"You stand on the very edge of a canyon.  The horizon on the other side is
dotted with trees and othe..."
11370,Edge Of A Canyon,110,bspace,0,"You stand on the very edge of a canyon.  The horizon on the other side is
dotted with trees and othe..."
11371,Edge Of A Canyon,110,bspace,0,"You stand on the very edge of a canyon.  The horizon on the other side is
dotted with trees and othe..."
11372,Edge Of A Canyon,110,nomob;bspace,0,"You stand on the very edge of a canyon.  The horizon on the other side is
dotted with trees and othe..."
11373,Edge Of A Canyon,110,bspace,0,"You stand in a barrow that runs straight into the canyon to the south.
Proceeding that direction wou..."
11374,Edge Of A Canyon,110,bspace,0,"You stand in a barrow that runs straight into the canyon to the south.
Proceeding that direction wou..."
11375,The Edge of the Canyon,110,bspace,0,"You stand in a deep barrow that runs along the canyon to the southwest.
Proceeding that direction wo..."
11376,A Step Into The Canyon,110,death;nomob;bspace,0,"You seem to be caught in some sort of cross wind as you make your plunge
into the canyon. Suddenly, ..."
11379,A Long Tunnel,110,dark;nomob;indoors;bspace,0,"The passageway seems to open straight back into the mountain.  The light
from the entranceway to the..."
11380,A Long Tunnel,110,dark;indoors;bspace,0,"The passageway seems to open eastward back into the mountain, stretching
west back into the desert."
11381,A Long Tunnel,110,dark;indoors;bspace,0,"The tunnel is cool, almost cold after the hot desert.  The black walls are
dry to the touch, but the..."
11382,A Long Tunnel,110,dark;indoors;bspace,0,"The tunnel is cool, almost cold after the hot desert.  The black walls are
dry to the touch, but the..."
11383,A Long Tunnel,110,dark;indoors;bspace,0,"The tunnel is cool, almost cold after the hot desert.  The black walls are
dry to the touch, but the..."
11384,A Long Tunnel,110,dark;indoors;bspace,0,"You trail your fingers along the wall, stepping over fallen stones and rock
formations.  The ceiling..."
11385,End Of A Long Tunnel,110,dark;indoors;bspace,0,"The passageway apparently stops abruptly to the east, but its really too
dark to be certain.  The co..."
11386,The Top Of A Hole,110,dark;indoors;bspace,0,"You stand precariously at the edge of a hole slightly larger than your
shoulders.  You could probabl..."
11387,A Short Drop To The Ground,110,dark;indoors;bspace,0,"A narrow tunnel leads off to the east, and you may be able to scale the
ledge upwards if you're agil..."
11388,A Bend In The Tunnel,110,dark;indoors;bspace,0,"The tunnel reaches a junction to the south, and seems to abruptly end to
the east."
11389,A Dead End,110,dark;indoors;bspace,0,"The tunnel comes to a sudden halt behind the dried up form of a mummified
elf.  The corpse looks as ..."
11390,A Dead End,110,dark;indoors;bspace,0,"The tunnel narrows to a stop in a small cavern.  Something stirs from the 
walls all around you as y..."
11391,A Shiny Cavern,110,dark;indoors;bspace,0,"This cavern gleams brightly from pyrite deposits in the walls.  A pit in the
floor leads down, and a..."
11392,A Junction,110,dark;indoors;bspace,0,The tunnel splits northward here from the east-west tunnel.
11393,A Narrow Tunnel,110,dark;indoors;bspace,0,"The tunnel narrows to the west, and continues to the east."
11394,A Narrow Tunnel,110,dark;indoors;bspace,0,"The tunnel narrows to the west, and continues to the east."
11395,A Junction,110,dark;indoors;bspace,0,"To the east the tunnel seems to enter a cavern, and a landslide has created
a large hole in the floo..."
11396,The Second Cavern,110,dark;nomob;indoors;bspace,0,"Your boots crunch on something as you enter the cavern, and you look down
to see the bones and trapp..."
11397,A Rocky Tunnel,110,dark;indoors;bspace,0,"Stalactites brush you as you pass, and your boots are covered in black mud.
The tunnel continues eas..."
11398,A Rocky Tunnel,110,dark;indoors;bspace,0,"The tunnel branches to the north here.  The footing is dangerous, and holes
in the floor reveal trem..."
11399,A Rocky Tunnel,110,dark;indoors;bspace,0,"A large hole in the ceiling reveals another giant room above you.  The t
tunnel stretches on east an..."
11400,A Rocky Tunnel,110,dark;indoors;bspace,0,"A cool breeze wafts by you, drying the tunnel walls the lead east and
west."
11401,A Rocky Tunnel,110,dark;indoors;bspace,0,"You almost stumble into a dark pit in the floor, from which cold air blows
steadily.  The tunnel con..."
11402,A Rocky Tunnel,110,dark;indoors;bspace,0,"A cool breeze wafts by you, but the tunnel walls are becoming drier. The
tunnel leads east and west."
11403,A Landslide,110,dark;indoors;bspace,0,"A landslide has closed the tunnel to the east, but opened a passable hole
in the ceiling. You nervou..."
11404,Inside the Caves,110,dark;nomob;indoors;bspace,0,"Harsh sunlight streams weakly in from the east, not quite illuminating the
gnarled sandy wall. A pit..."
11406,In the First Cavern,110,dark;indoors;bspace,0,"Your light doesn't reach the top of this enormous cavern, and the silence is
overwhelming. A rocky t..."
11407,The End of the Shaft,110,dark;indoors;bspace,0,"The shaft opens up into this large room, dusty and obviously made by the same
creature that created ..."
11408,In the Shaft,110,dark;indoors;bspace,0,"The walls are unwaveringly level, but rough and marked, possibly by some
sort of claw. A room opens ..."
11409,In the Shaft,110,dark;indoors;bspace,0,"The walls are unwaveringly level, but rough and marked, possibly by some
sort of claw."
11410,Entrance to the Shaft,110,dark;indoors;bspace,0,"A horizontal shaft has been bored straight through the wall by something
tremendously strong. Small ..."
11411,Behind the Waterfall,110,dark;indoors;bspace,0,"A waterfall streams down before you, bringing a damp mist, but to the east a
hot sandy wind blows.. ..."
11412,A Sandy Tunnel,110,dark;indoors;bspace,0,"Hot sandy air blows in from the east, but the sound of rushing water from the
west seems strangely o..."
11413,A Sandy Tunnel,110,dark;indoors;bspace,0,"You can hear the sound of running water to the west, and it calls to you as
you hatefully eye the sa..."
11414,The Muddy Tunnel,110,dark;indoors;bspace,0,"The black mud is shin deep here, and you trudge through it with effort. A
slick muddy hole opens abo..."
11415,The Muddy Tunnel,110,dark;indoors;bspace,0,"You are beginning to feel as you're moving in circles.. all the mud-covered
walls look the same."
11416,The Muddy Tunnel,110,dark;indoors;bspace,0,"You are beginning to feel as you're moving in circles.. all the mud-covered
walls look the same."
11417,The Muddy Tunnel,110,dark;indoors;bspace,0,"You are beginning to feel as you're moving in circles.. all the mud-covered
walls look the same."
11418,The Muddy Tunnel,110,dark;indoors;bspace,0,"You are beginning to feel as you're moving in circles.. all the mud-covered
walls look the same."
11419,The Muddy Tunnel,110,dark;indoors;bspace,0,"An opening leads east and the tunnel continues north-south...A steady, cool
breeze blows from the so..."
11420,The Muddy Tunnel,110,dark;indoors;bspace,0,Mud slurps at your knees as you trudge by.
11421,The Mud Pit,110,dark;indoors;bspace,0,"You step into the room and start to panic as you sink to your knees, then
to your thighs, then to yo..."
11422,The Muddy Tunnel,110,dark;indoors;bspace,0,"You are beginning to feel as you're moving in circles.. all the mud-covered
walls look the same."
11423,The Muddy Tunnel,110,dark;indoors;bspace,0,"The wind whistling softly by your ears suddenly brings a new sound: running
water! You force your co..."
11424,The Muddy Tunnel Junction,110,dark;indoors;bspace,0,"An almost sheer drop to the east ends in a deep pit, but the sound of rushing
water beckons you to t..."
11425,The Bottom of the Slide,110,dark;nomob;indoors;bspace,0,"Your feet slip out from under you as you try to climb down the treacherous
incline, and a startled s..."
11426,A Bend in the Tunnel,110,dark;indoors;bspace,0,"The tunnel takes a sharp turn to the east here, and narrows into a crawlspace
barely large enough to..."
11427,The Muddy Tunnel,110,dark;indoors;bspace,0,"Inching yourself along on hands and knees, you begin to feel like heading back
for a more easily acc..."
11428,The Muddy Tunnel,110,dark;indoors;bspace,0,"Inching yourself along on hands and knees, you begin to feel like heading back
for a more easily acc..."
11429,The Muddy Tunnel,110,dark;indoors;bspace,0,"The crawlspace enlarges to let you walk, although stooped over, at a faster
pace through the tunnel...."
11430,The Dead End,110,dark;indoors;bspace,0,The tunnel dead ends here at a mass of tumbled stone mired in the mud.
11431,In the Underground River,110,dark;indoors;bspace,0,"The shallow river runs rapidly here over smooth stones. You sip a little,
and it tastes fantastic af..."
11432,In the Underground River,110,dark;indoors,0,"The sound of splashing water echoes from the east. The water seeps into the
links of your armor, mak..."
11433,Before the Waterfall,110,dark;indoors;bspace,0,"A stream of water jets down from the ceiling many feet above you. Behind the
waterfall you can see a..."
11434,In the Sandstorm,110,nomob;bspace,0,"Sand swirls all around you in a blinding mist. All directions appear the same,
and as the weight of ..."
11435,In the Sandstorm,110,nomob;bspace,0,"Sand swirls all around you in a blinding mist. All directions appear the same
and as the weight of t..."
11436,In the Sandstorm,110,nomob;bspace,0,"Sand swirls all around you in a blinding mist. All directions appear the same,
and as the weight of ..."
11437,In the Sandstorm,110,nomob;bspace,0,"Sand swirls all around you in a blinding mist. All directions appear the same,
and as the weight of ..."
11438,In the Sandstorm,110,nomob;bspace,0,"Sand swirls all around you in a blinding mist. All directions appear the same,
and as the weight of ..."
11439,In the Sandstorm,110,nomob;bspace,0,"Sand swirls all around you in a blinding mist. All directions appear the same,
and as the weight of ..."
11440,In the Sandstorm,110,nomob;bspace,0,"Sand swirls all around you in a blinding mist. All directions appear the same,
and as the weight of ..."
11441,In the Sandstorm,110,nomob;bspace,0,"Sand swirls all around you in a blinding mist. All directions appear the same,
and as the weight of ..."
11442,In the Sandstorm,110,nomob;bspace,0,"Sand swirls all around you in a blinding mist. All directions appear the same,
and as the weight of ..."
11443,In the Sandstorm,110,nomob;bspace,0,"Sand swirls all around you in a blinding mist. All directions appear the same,
and as the weight of ..."
11444,In the Sandstorm,110,nomob;bspace,0,"Sand swirls all around you in a blinding mist. All directions appear the same,
and as the weight of ..."
11445,In the Sandstorm,110,nomob;bspace,0,"Sand swirls all around you in a blinding mist. All directions appear the same,
and as the weight of ..."
11446,The Edge of the Storm,110,bspace,0,"The wind picks up speed in the blink of an eye. Black sand whips around you,
tearing at your exposed..."
11447,The Edge of the Storm,110,bspace,0,"The black sand at your feet jumps into the air as a freak storm suddenly
springs right on top of you..."
11448,The Edge of the Storm,110,bspace,0,"The wind picks up speed in the blink of an eye. Black sand whips around you,
tearing at your exposed..."
11449,The Edge of the Storm,110,bspace,0,"The wind picks up speed in the blink of an eye. Black sand whips around you,
tearing at your exposed..."
11450,The Edge of the Storm,110,bspace,0,"The wind picks up speed in the blink of an eye. Black sand whips around you,
tearing at your exposed..."
11451,The Edge of the Storm,110,bspace,0,"The wind picks up speed in the blink of an eye. Black sand whips around you,
tearing at your exposed..."
11452,The Edge of the Storm,110,bspace,0,"The wind picks up speed in the blink of an eye. Black sand whips around you,
tearing at your exposed..."
11453,The Edge of the Storm,110,bspace,0,"The wind picks up speed in the blink of an eye. Black sand whips around you,
tearing at your exposed..."
11454,The Edge of the Storm,110,bspace,0,"The wind picks up speed in the blink of an eye. Black sand whips around you,
tearing at your exposed..."
11455,The Edge of the Storm,110,bspace,0,"The wind picks up speed in the blink of an eye. Black sand whips around you,
tearing at your exposed..."
11456,The Edge of the Storm,110,bspace,0,"The wind picks up speed in the blink of an eye. Black sand whips around you,
tearing at your exposed..."
11457,The Edge of the Storm,110,bspace,0,"The wind picks up speed in the blink of an eye. Black sand whips around you,
tearing at your exposed..."
11458,The Edge of the Storm,110,bspace,0,"The wind picks up speed in the blink of an eye. Black sand whips around you,
tearing at your exposed..."
11459,The Edge of the Storm,110,bspace,0,"The wind picks up speed quickly.  Black sand whips around you, tearing
at your exposed flesh.  To th..."
11460,The Edge of the Storm,110,bspace,0,"The wind picks up speed in the blink of an eye. Black sand whips around you,
tearing at your exposed..."
11461,The Edge of the Storm,110,bspace,0,"The wind picks up speed in the blink of an eye. Black sand whips around you,
tearing at your exposed..."
11462,The Edge of the Storm,110,bspace,0,"The black sand at your feet jumps into the air as a freak storm suddenly
springs right on top of you..."
11463,The Edge of the Storm,110,bspace,0,"The black sand at your feet jumps into the air as a freak storm suddenly
springs right on top of you..."
11464,The Edge of the Storm,110,bspace,0,"The black sand at your feet jumps into the air as a freak storm suddenly
springs right on top of you..."
11465,The Edge of the Storm,110,bspace,0,"The black sand at your feet jumps into the air as a freak storm suddenly
springs right on top of you..."
11466,The Edge of the Storm,110,bspace,0,"The black sand at your feet jumps into the air as a freak storm suddenly
springs right on top of you..."
11467,The Edge of the Storm,110,bspace,0,"The black sand at your feet jumps into the air as a freak storm suddenly
springs right on top of you..."
11468,Entrance to the Tunnel,110,nomob;bspace,0,"A hole in the sand to the west leads under a small dune. The storm to the west
causes sand to pour s..."
11469,The Edge of the Storm,110,bspace,0,"The black sand at your feet jumps into the air as a freak storm suddenly
springs right on top of you..."
11470,The Edge of the Storm,110,bspace,0,"The black sand at your feet jumps into the air as a freak storm suddenly
springs right on top of you..."
11471,The Edge of the Storm,110,bspace,0,"The black sand at your feet jumps into the air as a freak storm suddenly
springs right on top of you..."
11472,The Edge of the Storm,110,bspace,0,"The black sand at your feet jumps into the air as a freak storm suddenly
springs right on top of you..."
11473,The Edge of the Storm,110,bspace,0,"The black sand at your feet jumps into the air as a freak storm suddenly
springs right on top of you..."
11474,The Edge of the Storm,110,bspace,0,"The black sand at your feet jumps into the air as a freak storm suddenly
springs right on top of you..."
11475,The Edge of the Storm,110,bspace,0,"The black sand at your feet jumps into the air as a freak storm suddenly
springs right on top of you..."
11476,The Edge of the Storm,110,bspace,0,"The black sand at your feet jumps into the air as a freak storm suddenly
springs right on top of you..."
11477,Outside the Abandoned Citadel,110,bspace,0,"The crest on the doors before you shows this to be the ancient Citadel, used
by the Knights of Solam..."
11478,Inside the Abandoned Citadel,110,indoors;bspace,0,"The ceiling is cracked and blackened, and the very stone of the walls seems
to be warped from the te..."
11479,In the Abandoned Citadel,110,indoors;bspace,0,"A great stone spiral staircase is north of here, and the exit to the west
leads into the abandoned c..."
11480,In the Abandoned Citadel,110,indoors;bspace,0,"A great stone spiral staircase is east of here, and the exit to the south leads
into the citadel sou..."
11481,In the Abandoned Citadel,110,indoors;bspace,0,"The spiral stairway rises above you, fading into darkness before you can see
the roof. An enormous p..."
11482,On the Spiral Staircase,110,nomob;indoors;bspace,0,"The stairs spiral upwards to the roof of the Citadel. The individual steps
are so large it takes two..."
11483,In the Abandoned Citadel,110,indoors;bspace,0,"The spiral staircase continues to rise here. You can see sunlight shining into
the level above you."
11484,In the Abandoned Citadel,110,indoors;bspace,0,"This corner of the landing houses a remarkable tapestry preserved by the
desert heat. It pictures Kn..."
11485,In the Abandoned Citadel,110,indoors;bspace,0,"The floor seems unstable here, crumbling beneath your feet. Obviously the dark
magics transportation..."
11486,In the Abandoned Citadel,110,indoors;bspace,0,"The stairs make a landing here, continuing upwards to the southwest and
heading back down at this po..."
11487,On the Spiral Staircase,110,nomob;indoors;bspace,0,"The stairs spiral upwards to the roof of the Citadel. The individual steps
are so large it takes two..."
11488,In the Abandoned Citadel,110,indoors;bspace,0,"The wall to the west has a gaping hole in it, giving a terrific view of the
rolling sand dunes of th..."
11489,In the Abandoned Citadel,110,indoors;bspace,0,"You see a shadow cast from above cross the stairs to the north. Battle fear
creeps slowly into your ..."
